ticket_id,booking_id,seat_row,seat_number
1662,624,E,9
1663,295,D,2
1664,566,E,16
1665,206,B,16
1666,511,C,9
1667,738,D,2
1668,562,B,15
1669,173,B,4
1670,202,D,13
1671,146,E,18
1672,781,B,19
1673,681,F,8
1674,930,D,14
1675,89,B,10
1676,273,A,15
1677,150,E,2
1678,482,E,14
1679,188,D,3
1680,78,D,5
1681,134,C,2
1682,473,B,20
1683,864,D,13
1684,59,A,14
1685,910,D,9
1686,959,C,10
1687,252,A,18
1688,975,B,12
1689,205,B,14
1690,118,F,9
1691,545,C,6
1692,187,A,2
1693,735,F,6
1694,913,D,12
1695,435,E,18
1696,483,E,3
1697,93,F,20
1698,991,E,10
1699,649,D,8
1700,359,C,13
1701,813,F,20
1702,763,C,1
1703,60,E,6
1704,693,A,5
1705,614,A,7
1706,978,E,13
1707,20,A,15
1708,8,E,11
1709,162,E,3
1710,885,B,16
1711,707,E,12
1712,776,F,1
1713,90,F,13
1714,989,F,10
1715,276,D,7
1716,476,E,10
1717,235,D,6
1718,827,E,18
1719,128,D,15
1720,5,B,9
1721,359,C,10
1722,235,D,3
1723,326,D,14
1724,731,D,11
1725,246,C,3
1726,505,C,13
1727,951,C,16
1728,379,B,13
1729,109,A,9
1730,385,B,13
1731,172,A,9
1732,605,F,10
1733,647,D,1
1734,930,A,4
1735,405,C,2
1736,509,E,11
1737,943,A,9
1738,321,C,18
1739,915,D,1
1740,940,A,18
1741,748,D,18
1742,432,F,8
1743,339,A,8
1744,311,B,17
1745,92,E,9
1746,876,A,1
1747,53,B,2
1748,684,A,2
1749,169,E,18
1750,176,F,7
1751,429,F,3
1752,235,A,3
1753,443,C,2
1754,42,C,7
1755,234,A,2
1756,168,D,10
1757,500,F,7
1758,532,D,16
1759,331,E,2
1760,478,E,13
1761,11,C,15
1762,50,D,5
1763,572,A,14
1764,288,F,14
1765,225,B,12
1766,145,B,7
1767,905,D,12
1768,977,D,19
1769,886,B,1
1770,614,E,3
1771,179,A,5
1772,594,B,1
1773,182,D,5
1774,427,F,9
1775,710,A,14
1776,452,A,3
1777,708,E,10
1778,564,A,14
1779,117,D,10
1780,191,F,18
1781,589,D,12
1782,518,F,5
1783,184,D,10
1784,475,D,15
1785,187,D,5
1786,506,D,16
1787,393,A,7
1788,222,A,19
1789,112,C,10
1790,579,D,6
1791,599,B,9
1792,29,D,16
1793,217,D,8
1794,773,A,19
1795,892,C,4
1796,244,F,13
1797,383,A,8
1798,265,B,19
1799,135,D,3
1800,914,B,2
1801,342,E,3
1802,510,B,3
1803,942,C,10
1804,998,F,20
1805,518,B,17
1806,911,B,3
1807,863,E,4
1808,495,E,2
1809,18,E,15
1810,799,A,16
1811,354,B,15
1812,692,B,17
1813,424,E,17
1814,461,C,14
1815,262,F,6
1816,365,A,12
1817,517,C,19
1818,231,E,8
1819,797,A,5
1820,702,A,17
1821,449,A,14
1822,664,C,19
1823,857,B,14
1824,815,E,16
1825,171,B,9
1826,177,C,20
1827,53,C,16
1828,43,D,2
1829,684,C,19
1830,419,C,15
1831,313,E,5
1832,246,A,19
1833,910,D,10
1834,276,D,9
1835,647,A,18
1836,349,A,3
1837,198,B,10
1838,143,A,8
1839,299,C,12
1840,574,C,10
1841,283,D,13
1842,29,E,10
1843,564,D,3
1844,92,B,16
1845,68,C,20
1846,995,D,3
1847,102,B,17
1848,394,B,10
1849,914,D,16
1850,862,C,13
1851,288,B,16
1852,405,F,3
1853,807,F,2
1854,925,E,11
1855,893,C,2
1856,60,C,6
1857,218,B,6
1858,87,C,8
1859,282,D,6
1860,984,D,18
1861,884,E,17
1862,473,A,13
1863,251,A,14
1864,341,A,12
1865,618,E,5
1866,553,E,11
1867,772,C,12
1868,40,B,20
1869,982,F,17
1870,668,F,17
1871,696,D,12
1872,767,A,1
1873,504,A,9
1874,430,D,15
1875,627,C,10
1876,578,E,13
1877,191,D,3
1878,186,F,14
1879,93,D,18
1880,552,F,11
1881,583,A,6
1882,96,B,20
1883,44,C,8
1884,710,B,8
1885,113,F,14
1886,570,C,18
1887,92,F,9
1888,823,F,19
1889,753,E,10
1890,919,C,20
1891,616,C,6
1892,8,D,19
1893,945,F,2
1894,317,F,12
1895,273,D,9
1896,430,F,4
1897,530,C,11
1898,235,C,3
1899,622,E,16
1900,51,E,1
1901,138,B,19
1902,578,D,2
1903,121,D,15
1904,109,F,8
1905,837,D,1
1906,811,C,19
1907,899,D,3
1908,372,D,16
1909,2,C,4
1910,620,B,14
1911,216,D,17
1912,346,E,15
1913,126,B,19
1914,432,A,5
1915,835,A,6
1916,592,C,14
1917,487,E,9
1918,108,F,13
1919,704,C,7
1920,925,D,3
1921,397,E,19
1922,519,E,10
1923,60,A,11
1924,719,D,1
1925,186,F,12
1926,903,F,10
1927,322,F,13
1928,673,F,18
1929,116,C,15
1930,719,A,7
1931,146,E,19
1932,660,B,10
1933,880,A,6
1934,649,C,14
1935,532,C,6
1936,858,F,1
1937,254,C,5
1938,642,A,20
1939,794,F,16
1940,640,B,5
1941,10,F,7
1942,147,B,8
1943,744,C,18
1944,807,D,10
1945,172,C,18
1946,904,A,6
1947,886,C,7
1948,474,F,1
1949,23,E,7
1950,256,C,4
1951,695,A,16
1952,436,C,12
1953,470,C,10
1954,915,A,1
1955,202,B,18
1956,301,C,4
1957,424,D,9
1958,18,A,1
1959,245,E,7
1960,965,E,11
1961,790,C,13
1962,569,B,8
1963,98,D,20
1964,662,D,5
1965,948,E,17
1966,148,F,6
1967,732,D,5
1968,86,C,2
1969,450,C,4
1970,184,B,1
1971,397,A,18
1972,115,F,2
1973,731,B,20
1974,512,B,10
1975,541,E,13
1976,759,D,3
1977,525,A,17
1978,618,E,5
1979,555,F,4
1980,581,C,16
1981,175,D,10
1982,615,E,9
1983,358,A,8
1984,309,A,17
1985,761,F,1
1986,361,C,20
1987,174,E,11
1988,816,B,18
1989,283,E,1
1990,43,D,19
1991,629,B,19
1992,832,E,17
1993,824,E,20
1994,177,A,13
1995,961,F,5
1996,481,E,5
1997,461,E,15
1998,521,D,16
1999,796,F,13
2000,518,B,15
2001,501,B,9
2002,879,A,17
2003,294,C,5
2004,324,B,5
2005,520,F,10
2006,659,A,18
2007,236,A,5
2008,282,F,20
2009,676,B,3
2010,55,E,20
2011,129,E,9
2012,782,F,8
2013,682,C,20
2014,583,A,9
2015,275,A,6
2016,169,E,11
2017,243,C,15
2018,831,F,11
2019,348,D,15
2020,424,D,12
2021,547,E,18
2022,819,D,1
2023,665,C,5
2024,130,C,14
2025,46,A,8
2026,436,D,3
2027,359,F,4
2028,452,D,7
2029,451,A,20
2030,304,B,12
2031,675,D,2
2032,547,C,2
2033,658,A,17
2034,896,A,3
2035,324,B,17
2036,403,C,5
2037,910,B,14
2038,513,F,6
2039,967,F,1
2040,589,E,8
2041,855,C,16
2042,258,C,5
2043,208,D,17
2044,294,C,5
2045,681,C,6
2046,899,A,18
2047,861,C,12
2048,3,A,16
2049,380,C,13
2050,12,E,5
2051,799,B,5
2052,100,E,6
2053,258,C,14
2054,50,D,9
2055,601,D,5
2056,332,C,3
2057,569,D,16
2058,250,A,18
2059,153,F,8
2060,497,F,8
2061,761,B,13
2062,465,B,13
2063,445,A,8
2064,373,D,18
2065,410,C,13
2066,375,E,13
2067,860,A,6
2068,574,F,19
2069,138,F,15
2070,962,B,11
2071,226,D,14
2072,122,B,3
2073,703,B,1
2074,31,A,12
2075,929,F,3
2076,852,F,9
2077,844,C,15
2078,304,E,1
2079,439,B,3
2080,926,E,19
2081,811,A,17
2082,631,A,2
2083,649,E,2
2084,831,D,19
2085,252,F,13
2086,260,A,4
2087,876,C,7
2088,730,B,18
2089,623,F,3
2090,277,D,14
2091,530,E,4
2092,985,E,11
2093,360,D,18
2094,854,A,2
2095,26,B,11
2096,663,A,4
2097,946,D,5
2098,322,D,5
2099,91,A,5
2100,270,D,8
2101,347,D,15
2102,705,B,10
2103,867,F,14
2104,672,B,9
2105,700,A,15
2106,605,E,10
2107,519,A,18
2108,422,F,1
2109,471,F,6
2110,93,A,3
2111,640,C,8
2112,332,C,3
2113,784,A,18
2114,703,F,6
2115,67,F,13
2116,272,E,3
2117,635,F,12
2118,687,F,1
2119,190,C,8
2120,305,A,14
2121,413,A,5
2122,678,B,6
2123,353,F,9
2124,762,A,9
2125,269,C,4
2126,277,C,3
2127,180,E,8
2128,754,D,12
2129,244,F,11
2130,579,E,8
2131,59,A,13
2132,495,B,20
2133,824,D,18
2134,899,E,9
2135,599,F,5
2136,872,D,16
2137,357,A,1
2138,565,F,19
2139,583,E,15
2140,249,A,17
2141,660,E,14
2142,402,F,19
2143,404,B,6
2144,124,D,1
2145,855,F,17
2146,596,F,4
2147,172,E,8
2148,261,C,16
2149,908,A,20
2150,64,C,3
2151,730,C,20
2152,94,A,10
2153,603,F,16
2154,969,D,18
2155,731,F,14
2156,266,E,3
2157,125,F,11
2158,222,F,4
2159,302,B,16
2160,100,A,19
2161,503,E,11
2162,299,A,4
2163,63,E,9
2164,263,E,17
2165,635,B,19
2166,745,C,2
2167,883,A,17
2168,507,E,1
2169,483,F,7
2170,862,F,8
2171,91,E,10
2172,587,F,7
2173,345,F,8
2174,290,E,6
2175,638,C,4
2176,594,E,15
2177,610,B,12
2178,989,A,13
2179,719,F,20
2180,899,C,2
2181,365,E,12
2182,780,F,3
2183,371,F,3
2184,8,D,12
2185,154,D,3
2186,602,E,2
2187,972,E,7
2188,802,D,9
2189,387,F,5
2190,227,A,12
2191,276,F,7
2192,939,B,13
2193,898,E,8
2194,843,A,3
2195,716,E,11
2196,790,E,14
2197,22,C,16
2198,845,A,8
2199,347,D,4
2200,366,F,8
2201,824,E,10
2202,46,F,11
2203,803,F,19
2204,943,F,3
2205,179,E,1
2206,975,A,4
2207,995,A,1
2208,365,F,13
2209,630,D,15
2210,612,D,3
2211,363,A,17
2212,561,D,5
2213,501,D,13
2214,523,C,5
2215,561,E,2
2216,745,E,10
2217,752,F,12
2218,224,B,2
2219,757,D,17
2220,753,A,13
2221,157,B,8
2222,862,F,16
2223,408,A,13
2224,430,F,13
2225,32,A,10
2226,301,B,13
2227,303,B,9
2228,808,F,16
2229,287,D,10
2230,659,A,18
2231,92,F,15
2232,26,A,11
2233,802,C,16
2234,826,B,18
2235,920,D,10
2236,146,C,7
2237,624,A,13
2238,818,D,6
2239,55,D,4
2240,304,A,10
2241,624,F,3
2242,4,B,9
2243,875,C,9
2244,998,A,12
2245,300,B,2
2246,942,C,7
2247,201,E,4
2248,602,E,3
2249,495,E,2
2250,715,B,14
2251,495,A,12
2252,85,D,5
2253,28,B,14
2254,581,A,9
2255,961,C,12
2256,427,C,7
2257,228,A,16
2258,527,D,4
2259,71,F,19
2260,4,F,17
2261,333,B,19
2262,733,C,4
2263,470,E,8
2264,658,A,14
2265,529,F,15
2266,16,B,5
2267,382,E,10
2268,173,D,7
2269,912,C,7
2270,178,A,3
2271,307,D,14
2272,517,C,6
2273,567,C,10
2274,337,A,18
2275,398,D,15
2276,626,F,13
2277,929,D,11
2278,920,B,9
2279,597,F,18
2280,245,B,20
2281,587,D,11
2282,35,F,15
2283,906,F,9
2284,296,F,2
2285,352,D,4
2286,329,F,12
2287,803,B,18
2288,108,A,5
2289,933,D,8
2290,435,F,13
2291,795,E,3
2292,278,C,16
2293,406,E,20
2294,473,C,6
2295,95,C,5
2296,774,D,2
2297,431,B,1
2298,509,E,8
2299,386,F,20
2300,668,B,17
2301,768,B,3
2302,469,F,12
2303,549,E,2
2304,200,B,8
2305,945,C,10
2306,381,B,5
2307,973,C,1
2308,159,D,4
2309,421,A,17
2310,252,F,14
2311,534,B,20
2312,906,C,8
2313,544,A,18
2314,816,E,4
2315,152,D,20
2316,266,E,13
2317,756,E,5
2318,97,D,19
2319,235,A,7
2320,61,E,7
2321,825,B,19
2322,926,B,5
2323,320,C,13
2324,459,F,19
2325,411,D,1
2326,963,C,15
2327,221,A,3
2328,385,C,7
2329,77,B,15
2330,643,C,13
2331,867,B,20
2332,596,E,19
2333,741,F,15
2334,852,A,13
2335,989,C,6
2336,938,D,4
2337,372,E,18
2338,157,E,17
2339,590,F,17
2340,841,C,17
2341,178,C,8
2342,330,E,18
2343,124,C,10
2344,452,F,14
2345,174,C,8
2346,973,D,10
2347,145,E,15
2348,267,B,3
2349,886,F,17
2350,253,B,19
2351,361,F,15
2352,468,B,1
2353,131,A,19
2354,900,C,11
2355,543,E,8
2356,324,B,8
2357,63,F,4
2358,884,A,15
2359,362,C,11
2360,108,C,19
2361,497,A,11
2362,807,A,13
2363,892,F,2
2364,548,D,16
2365,208,D,19
2366,806,A,10
2367,606,F,1
2368,312,D,9
2369,980,F,7
2370,709,E,13
2371,96,C,16
2372,561,C,10
2373,352,C,1
2374,328,A,7
2375,340,A,17
2376,767,C,7
2377,249,C,14
2378,806,E,17
2379,491,F,7
2380,889,D,20
2381,583,D,7
2382,323,B,2
2383,576,C,10
2384,869,A,7
2385,239,F,9
2386,708,A,6
2387,5,E,8
2388,822,E,9
2389,600,E,14
2390,954,B,9
2391,819,C,11
2392,970,C,3
2393,573,E,12
2394,509,A,1
2395,236,E,6
2396,74,F,14
2397,381,B,16
2398,284,F,3
2399,701,F,11
2400,745,F,13
2401,541,A,12
2402,32,D,19
2403,848,E,13
2404,338,B,10
2405,496,B,13
2406,45,F,5
2407,124,D,15
2408,333,F,16
2409,370,E,12
2410,415,D,14
2411,493,A,19
2412,856,D,11
2413,790,C,5
2414,179,E,12
2415,492,E,17
2416,858,C,7
2417,853,D,12
2418,485,C,14
2419,41,E,9
2420,84,E,6
2421,403,E,14
2422,632,A,16
2423,837,A,9
2424,71,B,10
2425,276,A,14
2426,306,F,16
2427,584,D,5
2428,266,F,18
2429,750,F,20
2430,434,D,2
2431,145,A,15
2432,654,B,11
2433,127,C,15
2434,142,B,10
2435,128,B,16
2436,457,E,3
2437,992,A,13
2438,105,C,13
2439,566,A,2
2440,628,D,1
2441,642,B,18
2442,740,B,12
2443,98,D,5
2444,261,B,11
2445,102,A,7
2446,57,C,1
2447,725,E,15
2448,948,B,2
2449,725,D,11
2450,343,C,9
2451,509,D,15
2452,592,D,20
2453,890,C,8
2454,327,C,18
2455,275,D,3
2456,921,A,4
2457,789,E,11
2458,150,A,15
2459,778,B,8
2460,970,F,13
2461,996,E,7
2462,66,D,3
2463,244,E,10
2464,120,C,6
2465,439,B,10
2466,815,B,1
2467,560,B,6
2468,481,E,6
2469,491,F,7
2470,528,D,9
2471,834,D,14
2472,620,C,12
2473,985,F,20
2474,188,F,8
2475,709,C,9
2476,219,D,3
2477,53,A,9
2478,106,D,8
2479,331,E,8
2480,494,B,15
2481,88,B,16
2482,307,C,17
2483,969,A,5
2484,661,F,14
2485,51,D,9
2486,17,D,14
2487,38,A,15
2488,584,F,14
2489,960,D,3
2490,321,F,2
2491,293,A,19
2492,238,F,7
2493,541,E,15
2494,409,E,12
2495,525,A,3
2496,299,E,16
2497,433,F,6
2498,234,D,13
2499,477,C,8
2500,92,D,15
