engagement_id,video_id,user_id,interaction_type
1392,261,212,Share
1393,400,282,Comment
1394,62,178,Share
1395,179,192,Like
1396,169,524,Share
1397,489,42,Share
1398,57,391,Comment
1399,95,219,Dislike
1400,1,557,Like
1401,89,992,Like
1402,341,4,Comment
1403,183,509,Like
1404,64,2,Like
1405,126,560,Share
1406,136,301,Like
1407,114,95,Like
1408,474,558,Dislike
1409,139,192,Dislike
1410,291,861,Share
1411,37,737,Share
1412,120,574,Share
1413,331,480,Dislike
1414,175,610,Comment
1415,111,824,Dislike
1416,218,219,Comment
1417,77,306,Like
1418,233,401,Share
1419,167,659,Like
1420,177,310,Comment
1421,264,809,Dislike
1422,110,798,Share
1423,225,351,Comment
1424,154,718,Share
1425,460,97,Dislike
1426,43,926,Share
1427,13,946,Dislike
1428,1,795,Share
1429,58,326,Share
1430,327,279,Dislike
1431,220,404,Dislike
1432,382,920,Like
1433,374,433,Share
1434,178,688,Dislike
1435,301,285,Like
1436,117,539,Comment
1437,257,699,Share
1438,17,251,Share
1439,368,90,Like
1440,403,620,Dislike
1441,4,950,Dislike
1442,340,711,Dislike
1443,423,173,Like
1444,109,880,Comment
1445,11,4,Like
1446,484,293,Comment
1447,323,925,Share
1448,65,578,Share
1449,385,366,Dislike
1450,103,718,Share
1451,27,279,Comment
1452,420,286,Like
1453,275,436,Share
1454,410,243,Share
1455,199,945,Dislike
1456,499,296,Dislike
1457,24,697,Dislike
1458,132,419,Dislike
1459,356,867,Share
1460,155,428,Share
1461,170,630,Like
1462,379,100,Share
1463,363,775,Dislike
1464,91,661,Comment
1465,22,183,Like
1466,27,605,Like
1467,470,585,Like
1468,361,268,Comment
1469,396,519,Dislike
1470,9,959,Dislike
1471,237,577,Dislike
1472,449,344,Comment
1473,495,903,Share
1474,449,96,Like
1475,116,405,Comment
1476,213,621,Dislike
1477,89,540,Comment
1478,271,609,Dislike
1479,499,153,Share
1480,455,621,Comment
1481,487,82,Like
1482,3,779,Dislike
1483,232,100,Share
1484,373,709,Comment
1485,251,20,Comment
1486,227,594,Dislike
1487,208,656,Share
1488,168,552,Comment
1489,282,79,Dislike
1490,148,825,Comment
1491,246,8,Share
1492,247,909,Comment
1493,482,813,Dislike
1494,268,955,Share
1495,182,552,Comment
1496,220,523,Like
1497,292,262,Share
1498,462,560,Share
1499,344,342,Like
1500,160,359,Comment
1501,370,991,Share
1502,360,790,Comment
1503,496,946,Share
1504,382,402,Comment
1505,9,954,Like
1506,42,883,Like
1507,117,3,Dislike
1508,483,992,Comment
1509,391,3,Like
1510,264,950,Dislike
1511,262,104,Share
1512,299,218,Like
1513,110,119,Like
1514,465,107,Comment
1515,139,339,Share
1516,401,200,Comment
1517,278,48,Comment
1518,121,127,Like
1519,251,192,Comment
1520,157,722,Like
1521,37,833,Share
1522,451,547,Comment
1523,265,852,Dislike
1524,323,82,Dislike
1525,497,35,Share
1526,438,694,Comment
1527,236,690,Like
1528,182,323,Dislike
1529,389,119,Like
1530,233,688,Share
1531,448,312,Share
1532,413,881,Comment
1533,319,739,Share
1534,174,631,Dislike
1535,291,95,Like
1536,265,15,Like
1537,194,677,Comment
1538,466,819,Dislike
1539,216,405,Share
1540,85,56,Comment
1541,286,980,Dislike
1542,53,813,Dislike
1543,111,786,Share
1544,123,720,Share
1545,303,627,Comment
1546,334,382,Dislike
1547,454,599,Like
1548,122,47,Comment
1549,410,646,Dislike
1550,292,411,Comment
1551,226,654,Comment
1552,165,597,Share
1553,445,856,Share
1554,124,307,Share
1555,217,169,Dislike
1556,294,577,Comment
1557,273,953,Dislike
1558,66,532,Comment
1559,307,846,Dislike
1560,450,446,Like
1561,234,371,Dislike
1562,376,945,Share
1563,405,764,Comment
1564,276,604,Comment
1565,333,67,Dislike
1566,116,618,Like
1567,413,608,Share
1568,271,915,Dislike
1569,388,143,Comment
1570,381,383,Comment
1571,488,208,Dislike
1572,494,176,Comment
1573,325,739,Like
1574,44,897,Comment
1575,360,840,Like
1576,473,682,Like
1577,161,195,Share
1578,455,797,Share
1579,39,490,Dislike
1580,31,270,Dislike
1581,78,676,Like
1582,6,887,Comment
1583,104,804,Like
1584,90,768,Dislike
1585,186,205,Dislike
1586,325,868,Comment
1587,73,8,Like
1588,356,178,Share
1589,109,48,Dislike
1590,418,521,Comment
1591,467,302,Comment
1592,113,241,Comment
1593,52,206,Like
1594,460,627,Dislike
1595,127,278,Dislike
1596,70,16,Share
1597,323,540,Dislike
1598,69,870,Comment
1599,262,461,Share
1600,74,184,Like
1601,243,739,Dislike
1602,443,999,Dislike
1603,313,819,Comment
1604,34,179,Comment
1605,134,145,Share
1606,281,807,Share
1607,345,141,Like
1608,466,335,Dislike
1609,282,342,Dislike
1610,445,595,Comment
1611,23,477,Like
1612,410,142,Comment
1613,20,64,Like
1614,265,856,Comment
1615,460,837,Dislike
1616,401,270,Share
1617,4,406,Dislike
1618,478,657,Dislike
1619,283,815,Comment
1620,114,187,Dislike
1621,4,96,Dislike
1622,264,704,Dislike
1623,104,794,Share
1624,215,348,Share
1625,363,911,Share
1626,397,384,Dislike
1627,118,616,Share
1628,268,325,Comment
1629,193,356,Dislike
1630,470,47,Comment
1631,180,879,Dislike
1632,69,677,Like
1633,377,259,Dislike
1634,495,295,Like
1635,299,330,Like
1636,43,736,Dislike
1637,271,449,Like
1638,480,184,Comment
1639,450,565,Comment
1640,484,995,Like
1641,459,432,Dislike
1642,485,353,Comment
1643,186,924,Like
1644,498,113,Dislike
1645,114,356,Dislike
1646,281,26,Share
1647,217,454,Comment
1648,94,143,Dislike
1649,11,40,Dislike
1650,246,916,Comment
1651,360,187,Comment
1652,255,246,Like
1653,468,676,Dislike
1654,373,551,Dislike
1655,424,738,Like
1656,179,385,Comment
1657,43,663,Comment
1658,311,205,Dislike
1659,101,963,Comment
1660,245,761,Comment
1661,412,421,Comment
1662,230,760,Comment
1663,135,490,Share
1664,231,444,Share
1665,228,345,Comment
1666,242,221,Dislike
1667,241,600,Share
1668,125,801,Like
1669,182,394,Comment
1670,347,92,Comment
1671,285,596,Dislike
1672,266,760,Like
1673,267,408,Dislike
1674,393,819,Comment
1675,73,531,Share
1676,66,522,Like
1677,352,111,Share
1678,54,353,Share
1679,412,719,Share
1680,98,894,Like
1681,68,232,Comment
1682,234,543,Like
1683,229,384,Like
1684,394,86,Like
1685,245,794,Dislike
1686,184,581,Comment
1687,341,91,Share
1688,325,623,Comment
1689,277,438,Like
1690,396,737,Dislike
1691,411,400,Share
1692,308,755,Dislike
1693,11,166,Share
1694,276,69,Like
1695,149,909,Comment
1696,191,283,Comment
1697,151,766,Dislike
1698,401,952,Like
1699,491,957,Like
1700,342,314,Comment
1701,261,537,Like
1702,35,112,Like
1703,185,885,Like
1704,241,704,Like
1705,21,986,Share
1706,46,820,Dislike
1707,182,190,Share
1708,249,896,Dislike
1709,234,329,Comment
1710,136,335,Comment
1711,397,547,Comment
1712,8,483,Like
1713,295,477,Comment
1714,297,872,Dislike
1715,348,58,Dislike
1716,83,674,Comment
1717,148,87,Share
1718,224,860,Comment
1719,46,475,Like
1720,219,117,Share
1721,48,822,Like
1722,427,351,Comment
1723,239,631,Share
1724,250,891,Like
1725,384,814,Share
1726,267,449,Like
1727,396,490,Share
1728,102,786,Like
1729,111,278,Comment
1730,266,361,Like
1731,352,336,Share
1732,160,515,Comment
1733,214,297,Dislike
1734,329,511,Like
1735,269,6,Like
1736,257,24,Dislike
1737,303,365,Dislike
1738,54,49,Share
1739,161,922,Comment
1740,196,780,Dislike
1741,40,966,Share
1742,205,471,Share
1743,485,571,Share
1744,211,582,Dislike
1745,24,206,Comment
1746,339,107,Comment
1747,255,358,Dislike
1748,358,445,Comment
1749,399,146,Share
1750,361,75,Comment
1751,53,308,Dislike
1752,259,366,Comment
1753,464,989,Share
1754,310,555,Like
1755,462,32,Share
1756,237,112,Dislike
1757,81,943,Like
1758,25,91,Like
1759,85,530,Share
1760,315,574,Like
1761,415,68,Dislike
1762,13,679,Comment
1763,99,451,Comment
1764,373,812,Share
1765,371,449,Share
1766,211,64,Share
1767,273,540,Like
1768,435,90,Like
1769,7,697,Dislike
1770,363,413,Comment
1771,266,18,Share
1772,199,554,Like
1773,234,997,Dislike
1774,231,794,Like
1775,389,942,Share
1776,180,912,Share
1777,200,330,Share
1778,185,923,Like
1779,23,764,Dislike
1780,53,944,Share
1781,389,661,Comment
1782,388,199,Dislike
1783,249,874,Like
1784,398,344,Dislike
1785,230,173,Comment
1786,111,506,Dislike
1787,37,873,Comment
1788,426,983,Comment
1789,280,821,Share
1790,363,408,Dislike
1791,417,604,Like
1792,497,697,Dislike
1793,452,648,Comment
1794,275,574,Like
1795,487,514,Share
1796,489,999,Like
1797,132,749,Like
1798,236,621,Dislike
1799,159,971,Dislike
1800,105,198,Share
1801,2,540,Dislike
1802,165,626,Share
1803,78,431,Share
1804,64,186,Dislike
1805,412,877,Dislike
1806,274,251,Like
1807,17,171,Share
1808,404,260,Comment
1809,8,17,Dislike
1810,227,614,Dislike
1811,124,247,Share
1812,161,288,Like
1813,384,141,Share
1814,431,28,Comment
1815,380,34,Comment
1816,446,197,Like
1817,338,424,Share
1818,263,229,Like
1819,491,419,Like
1820,83,828,Dislike
1821,164,7,Comment
1822,13,163,Like
1823,47,672,Like
1824,224,53,Dislike
1825,109,820,Share
1826,46,22,Dislike
1827,169,300,Like
1828,12,878,Dislike
1829,109,371,Dislike
1830,347,540,Comment
1831,304,574,Like
1832,469,347,Share
1833,116,349,Share
1834,386,668,Like
1835,105,863,Like
1836,499,914,Like
1837,209,96,Like
1838,94,806,Dislike
1839,420,661,Comment
1840,265,698,Like
1841,31,381,Like
1842,290,904,Comment
1843,107,853,Comment
1844,36,49,Dislike
1845,355,593,Like
1846,244,400,Share
1847,362,933,Like
1848,420,23,Share
1849,94,994,Dislike
1850,450,681,Comment
1851,409,272,Like
1852,80,147,Share
1853,346,205,Comment
1854,89,885,Share
1855,412,262,Dislike
1856,431,813,Like
1857,92,823,Share
1858,213,753,Dislike
1859,428,259,Like
1860,167,101,Like
1861,324,779,Dislike
1862,225,855,Share
1863,48,46,Share
1864,99,414,Like
1865,182,484,Share
1866,181,191,Dislike
1867,228,423,Comment
1868,371,758,Comment
1869,486,236,Comment
1870,223,326,Comment
1871,431,601,Dislike
1872,247,819,Share
1873,87,676,Comment
1874,359,147,Dislike
1875,426,471,Comment
1876,195,346,Dislike
1877,111,29,Dislike
1878,299,923,Share
1879,500,55,Share
1880,428,705,Comment
1881,310,293,Dislike
1882,200,310,Comment
1883,67,233,Like
1884,433,692,Comment
1885,62,29,Share
1886,5,334,Like
1887,489,117,Comment
1888,258,547,Like
1889,402,691,Share
1890,169,787,Dislike
1891,173,895,Like
1892,83,613,Like
1893,242,462,Like
1894,51,281,Dislike
1895,110,449,Comment
1896,393,559,Like
1897,262,33,Share
1898,132,746,Dislike
1899,394,854,Dislike
1900,148,32,Like
1901,365,660,Like
1902,15,394,Dislike
1903,45,259,Like
1904,226,480,Like
1905,204,888,Comment
1906,188,611,Dislike
1907,419,636,Comment
1908,402,725,Like
1909,241,785,Like
1910,439,146,Share
1911,167,649,Dislike
1912,212,408,Like
1913,109,731,Like
1914,104,977,Dislike
1915,5,600,Dislike
1916,304,593,Share
1917,372,636,Like
1918,310,823,Dislike
1919,341,237,Like
1920,487,89,Like
1921,100,683,Dislike
1922,97,661,Comment
1923,253,714,Comment
1924,71,393,Comment
1925,425,762,Share
1926,474,231,Share
1927,419,384,Comment
1928,50,858,Comment
1929,7,878,Comment
1930,257,677,Dislike
1931,142,438,Like
1932,236,421,Dislike
1933,410,993,Share
1934,340,238,Comment
1935,77,489,Like
1936,333,108,Like
1937,282,434,Like
1938,153,284,Share
1939,179,792,Share
1940,427,77,Like
1941,76,543,Like
1942,123,809,Dislike
1943,142,548,Like
1944,308,434,Like
1945,119,397,Comment
1946,311,771,Dislike
1947,137,722,Share
1948,147,605,Comment
1949,201,594,Comment
1950,17,934,Dislike
1951,165,115,Like
1952,424,958,Comment
1953,351,623,Comment
1954,397,800,Comment
1955,273,529,Comment
1956,172,802,Dislike
1957,115,217,Comment
1958,330,406,Comment
1959,401,300,Dislike
1960,239,384,Comment
1961,93,906,Like
1962,451,61,Like
1963,175,797,Comment
1964,335,375,Dislike
1965,18,734,Dislike
1966,256,421,Share
1967,177,47,Share
1968,379,231,Dislike
1969,125,581,Share
1970,365,712,Comment
1971,497,834,Dislike
1972,61,368,Comment
1973,109,674,Dislike
1974,462,504,Comment
1975,350,833,Dislike
1976,112,506,Dislike
1977,461,794,Comment
1978,407,252,Dislike
1979,227,934,Dislike
1980,21,22,Share
1981,44,441,Share
1982,51,372,Comment
1983,97,608,Share
1984,6,441,Comment
1985,468,316,Share
1986,239,551,Dislike
1987,6,763,Comment
1988,175,999,Share
1989,152,858,Comment
1990,87,252,Like
1991,342,620,Share
1992,17,41,Comment
1993,434,957,Like
1994,336,553,Share
1995,116,933,Comment
1996,151,783,Comment
1997,118,977,Share
1998,42,607,Like
1999,291,485,Like
2000,112,33,Share
