revenue_id,video_id,date,ad_impressions,cpm_usd,revenue_earned_usd
634,211,2024-03-07,21176,3.01,63.74
635,211,2024-02-19,3236,6.87,22.23
636,211,2024-02-21,29745,6.91,205.54
637,212,2024-03-08,24191,4.28,103.54
638,212,2024-01-11,1451,3.84,5.57
639,212,2024-02-12,49845,7.11,354.4
640,213,2024-01-12,14454,10.94,158.13
641,213,2024-03-20,19818,9.3,184.31
642,214,2024-01-07,29368,9.47,278.11
643,215,2024-01-07,8091,3.08,24.92
644,215,2024-02-15,24930,5.96,148.58
645,215,2024-01-16,7633,7.17,54.73
646,216,2024-01-23,39419,6.12,241.24
647,216,2024-02-01,19842,6.79,134.73
648,216,2024-02-14,46785,5.34,249.83
649,217,2024-02-09,19254,9.41,181.18
650,217,2024-01-24,44414,7.96,353.54
651,218,2024-02-18,46211,3.03,140.02
652,218,2024-02-24,6558,11.01,72.2
653,218,2024-03-02,44842,5.02,225.11
654,219,2024-01-04,19437,11.21,217.89
655,220,2024-03-24,36460,7.1,258.87
656,220,2024-01-01,45034,6.43,289.57
657,220,2024-02-19,29381,8.81,258.85
658,220,2024-02-03,44704,9.08,405.91
659,221,2024-01-12,19748,4.21,83.14
660,221,2024-03-11,17188,11.19,192.33
661,221,2024-02-21,26600,5.09,135.39
662,221,2024-03-21,23278,3.84,89.39
663,222,2024-03-04,30521,3.96,120.86
664,222,2024-03-18,41134,3.82,157.13
665,222,2024-03-16,19279,8.45,162.91
666,223,2024-02-04,26350,9.87,260.07
667,223,2024-03-31,16410,3.35,54.97
668,223,2024-01-09,22254,5.47,121.73
669,223,2024-01-21,41708,8.09,337.42
670,224,2024-01-01,16244,5.99,97.3
671,224,2024-03-06,21644,2.93,63.42
672,224,2024-03-11,6964,3.64,25.35
673,224,2024-03-06,28226,7.46,210.57
674,224,2024-02-14,41485,2.97,123.21
675,225,2024-01-25,27925,9.77,272.83
676,225,2024-01-12,39826,8.79,350.07
677,225,2024-02-17,46022,11.01,506.7
678,225,2024-03-22,9380,11.78,110.5
679,226,2024-03-20,10738,9.19,98.68
680,226,2024-02-29,17992,6.51,117.13
681,226,2024-02-15,43493,11.89,517.13
682,226,2024-01-23,31633,7.61,240.73
683,226,2024-02-18,8509,6.25,53.18
684,227,2024-03-10,12819,9.01,115.5
685,228,2024-03-25,32097,10.7,343.44
686,228,2024-01-07,42119,9.97,419.93
687,228,2024-03-18,11916,10.6,126.31
688,228,2024-03-10,41072,5.07,208.24
689,229,2024-02-27,26550,2.88,76.46
690,229,2024-02-24,5386,7.97,42.93
691,229,2024-01-14,45950,3.83,175.99
692,229,2024-02-28,4944,8.94,44.2
693,229,2024-02-26,29935,5.37,160.75
694,230,2024-03-21,31412,8.93,280.51
695,230,2024-01-25,38216,6.22,237.7
696,230,2024-03-23,38910,11.44,445.13
697,230,2024-02-17,8703,9.76,84.94
698,230,2024-02-08,48640,4.93,239.8
699,231,2024-03-16,27563,2.74,75.52
700,231,2024-03-14,39464,8.21,324.0
701,232,2024-03-18,22055,6.25,137.84
702,232,2024-02-15,29217,10.85,317.0
703,233,2024-02-18,34477,6.73,232.03
704,233,2024-01-24,8535,11.66,99.52
705,234,2024-02-20,23809,3.74,89.05
706,234,2024-01-23,34134,10.8,368.65
707,234,2024-02-27,23909,9.32,222.83
708,234,2024-02-11,28365,7.51,213.02
709,234,2024-03-29,14041,6.02,84.53
710,235,2024-02-08,43793,4.06,177.8
711,235,2024-02-22,37154,4.03,149.73
712,235,2024-01-15,24642,8.87,218.57
713,235,2024-01-29,37427,11.87,444.26
714,235,2024-02-05,1281,6.72,8.61
715,236,2024-01-06,39368,3.02,118.89
716,236,2024-01-19,45367,6.23,282.64
717,237,2024-03-28,1616,8.01,12.94
718,237,2024-01-11,19355,2.92,56.52
719,237,2024-03-09,36144,6.36,229.88
720,237,2024-03-04,5051,3.28,16.57
721,237,2024-01-28,32217,9.31,299.94
722,238,2024-02-15,46461,11.6,538.95
723,238,2024-02-12,4898,8.41,41.19
724,239,2024-01-01,14415,8.05,116.04
725,240,2024-01-15,5584,4.76,26.58
726,240,2024-03-24,36261,6.83,247.66
727,240,2024-03-01,28109,8.6,241.74
728,241,2024-01-10,47274,9.58,452.88
729,241,2024-02-29,40506,4.15,168.1
730,241,2024-01-22,42002,11.1,466.22
731,241,2024-03-04,39677,3.76,149.19
732,242,2024-01-01,36311,5.96,216.41
733,243,2024-02-23,16863,6.45,108.77
734,244,2024-01-16,47223,5.86,276.73
735,244,2024-02-05,17741,4.37,77.53
736,244,2024-02-12,17577,3.3,58.0
737,244,2024-02-21,2047,11.26,23.05
738,244,2024-02-13,22078,5.07,111.94
739,245,2024-03-05,42813,2.5,107.03
740,245,2024-03-22,34003,9.06,308.07
741,245,2024-03-27,37500,8.56,321.0
742,246,2024-03-29,29009,6.59,191.17
743,246,2024-01-24,5779,11.1,64.15
744,246,2024-01-20,36500,4.09,149.28
745,246,2024-02-28,7985,4.8,38.33
746,246,2024-03-31,25431,8.71,221.5
747,247,2024-02-06,13804,5.78,79.79
748,247,2024-03-08,10357,9.67,100.15
749,247,2024-02-21,11076,10.41,115.3
750,247,2024-03-24,33500,7.09,237.51
751,248,2024-03-18,3795,7.5,28.46
752,248,2024-02-20,27186,2.69,73.13
753,249,2024-03-24,22284,9.88,220.17
754,249,2024-02-16,28703,4.64,133.18
755,249,2024-01-14,37903,6.99,264.94
756,249,2024-03-02,37470,11.39,426.78
757,250,2024-01-16,28487,11.64,331.59
758,250,2024-02-23,45620,7.07,322.53
759,250,2024-03-03,33623,7.92,266.29
760,250,2024-03-08,6128,5.01,30.7
761,251,2024-03-01,27590,4.94,136.29
762,251,2024-03-18,36581,5.42,198.27
763,251,2024-01-14,14443,5.34,77.13
764,251,2024-02-18,27073,7.45,201.69
765,252,2024-01-29,26798,3.96,106.12
766,252,2024-01-29,36508,9.78,357.05
767,252,2024-02-20,45609,7.64,348.45
768,253,2024-01-13,1729,11.34,19.61
769,253,2024-02-25,5669,9.75,55.27
770,253,2024-03-31,20400,4.14,84.46
771,253,2024-01-14,19388,5.63,109.15
772,254,2024-01-12,40178,10.59,425.49
773,254,2024-01-17,39228,10.54,413.46
774,254,2024-02-25,42568,11.12,473.36
775,255,2024-01-17,9362,10.48,98.11
776,255,2024-03-01,46508,11.7,544.14
777,255,2024-03-17,14883,11.5,171.15
778,256,2024-01-28,12089,4.0,48.36
779,256,2024-01-25,19037,3.76,71.58
780,257,2024-03-20,15846,10.86,172.09
781,257,2024-02-26,40100,11.88,476.39
782,257,2024-02-08,34690,11.58,401.71
783,258,2024-02-02,2840,2.8,7.95
784,258,2024-02-14,43428,3.85,167.2
785,258,2024-03-17,35821,10.57,378.63
786,258,2024-01-14,3708,6.47,23.99
787,258,2024-03-13,35991,11.01,396.26
788,259,2024-01-25,23398,2.93,68.56
789,259,2024-03-21,48360,11.65,563.39
790,260,2024-01-13,15659,5.17,80.96
791,260,2024-01-21,15750,4.25,66.94
792,260,2024-02-14,18105,5.35,96.86
793,260,2024-01-01,42013,7.43,312.16
794,261,2024-03-05,10781,10.77,116.11
795,262,2024-03-09,31767,11.53,366.27
796,262,2024-01-29,40892,2.62,107.14
797,262,2024-02-03,32562,7.18,233.8
798,262,2024-01-02,39149,3.21,125.67
799,262,2024-03-27,42003,7.28,305.78
800,263,2024-03-06,6480,8.74,56.64
801,263,2024-02-10,24170,9.24,223.33
802,263,2024-02-24,32346,9.04,292.41
803,263,2024-03-09,37591,9.4,353.36
804,263,2024-01-19,8644,7.26,62.76
805,264,2024-03-23,47291,10.37,490.41
806,264,2024-02-25,13186,4.49,59.21
807,264,2024-01-12,34485,10.73,370.02
808,264,2024-03-05,38596,7.49,289.08
809,265,2024-02-04,18549,5.69,105.54
810,266,2024-03-06,21559,10.61,228.74
811,266,2024-03-10,25088,3.97,99.6
812,266,2024-03-22,22438,5.29,118.7
813,266,2024-01-25,19076,9.63,183.7
814,266,2024-03-18,30283,6.83,206.83
815,267,2024-03-19,7175,9.82,70.46
816,267,2024-02-29,19392,9.66,187.33
817,268,2024-03-27,44695,8.76,391.53
818,269,2024-03-09,5668,9.31,52.77
819,269,2024-03-18,32155,4.75,152.74
820,269,2024-03-01,11536,8.57,98.86
821,269,2024-02-05,24127,7.89,190.36
822,270,2024-02-20,29318,10.17,298.16
823,270,2024-01-29,18171,5.93,107.75
824,270,2024-01-24,21456,6.98,149.76
825,271,2024-01-06,48170,4.68,225.44
826,272,2024-03-12,27824,4.8,133.56
827,272,2024-02-02,35839,11.31,405.34
828,273,2024-01-10,30223,9.09,274.73
829,273,2024-02-13,33096,3.61,119.48
830,273,2024-01-28,4775,7.0,33.43
831,273,2024-03-24,42094,2.78,117.02
832,274,2024-02-01,43301,4.94,213.91
833,274,2024-03-29,4546,5.26,23.91
834,275,2024-01-10,34646,8.43,292.07
835,276,2024-02-04,20319,8.09,164.38
836,277,2024-02-09,29276,9.84,288.08
837,277,2024-01-13,16432,7.45,122.42
838,277,2024-01-07,22941,2.58,59.19
839,278,2024-01-02,12642,7.25,91.65
840,279,2024-03-04,15841,5.34,84.59
841,279,2024-01-19,34467,9.63,331.92
842,279,2024-03-29,32906,4.79,157.62
843,279,2024-02-15,25192,6.21,156.44
844,280,2024-03-11,26845,2.72,73.02
845,281,2024-01-10,1674,10.41,17.43
846,281,2024-03-12,47464,2.99,141.92
847,281,2024-03-14,15927,8.78,139.84
848,281,2024-02-17,42671,9.46,403.67
849,282,2024-01-31,18822,11.59,218.15
850,282,2024-03-12,3818,5.53,21.11
851,282,2024-03-03,19062,8.93,170.22
852,282,2024-02-02,4102,2.57,10.54
853,282,2024-01-05,12186,4.19,51.06
854,283,2024-03-08,33986,5.83,198.14
855,283,2024-01-28,30848,6.89,212.54
856,283,2024-01-03,48031,10.89,523.06
857,283,2024-02-09,48212,10.81,521.17
858,284,2024-02-24,35501,7.52,266.97
859,284,2024-02-04,48782,4.57,222.93
860,284,2024-01-26,28703,5.73,164.47
861,284,2024-01-16,47430,11.23,532.64
862,284,2024-01-10,31265,10.58,330.78
863,285,2024-03-24,7329,5.4,39.58
864,285,2024-03-14,8265,5.77,47.69
865,285,2024-03-22,28236,6.98,197.09
866,285,2024-02-06,45902,10.22,469.12
867,286,2024-01-18,30917,11.81,365.13
868,286,2024-03-18,36168,6.95,251.37
869,286,2024-03-18,18949,8.95,169.59
870,287,2024-01-19,37299,10.62,396.12
871,287,2024-03-08,12073,8.13,98.15
872,287,2024-02-18,39137,11.23,439.51
873,288,2024-03-03,40369,8.94,360.9
874,288,2024-02-10,46881,2.84,133.14
875,289,2024-03-20,17329,7.92,137.25
876,289,2024-01-16,33198,7.48,248.32
877,290,2024-03-04,13009,10.68,138.94
878,290,2024-01-27,44873,3.65,163.79
879,290,2024-01-05,40319,6.91,278.6
880,290,2024-03-17,11795,11.48,135.41
881,290,2024-02-03,25773,9.66,248.97
882,291,2024-01-22,17655,3.69,65.15
883,292,2024-01-17,10990,6.23,68.47
884,293,2024-03-24,20199,8.16,164.82
885,293,2024-01-15,24051,6.49,156.09
886,293,2024-02-08,25832,10.03,259.09
887,293,2024-03-14,1987,11.03,21.92
888,293,2024-02-04,41977,8.5,356.8
889,294,2024-01-20,17232,9.26,159.57
890,294,2024-03-03,34850,6.56,228.62
891,294,2024-01-09,38243,10.31,394.29
892,295,2024-02-08,9969,9.63,96.0
893,295,2024-02-12,13221,9.97,131.81
894,295,2024-02-25,46006,3.36,154.58
895,295,2024-02-03,15732,11.49,180.76
896,295,2024-01-20,30191,8.3,250.59
897,296,2024-03-10,48315,5.14,248.34
898,297,2024-03-30,5876,4.53,26.62
899,297,2024-03-31,27490,6.04,166.04
900,298,2024-01-12,18450,4.02,74.17
901,298,2024-01-13,24750,10.02,247.99
902,299,2024-03-25,48610,6.41,311.59
903,299,2024-03-08,37763,9.84,371.59
904,300,2024-02-25,20260,9.85,199.56
905,300,2024-02-26,23377,4.98,116.42
906,300,2024-02-19,26933,9.1,245.09
907,301,2024-02-05,47972,3.18,152.55
908,301,2024-01-25,8531,7.85,66.97
909,301,2024-01-06,5865,7.83,45.92
910,301,2024-03-05,8307,5.2,43.2
911,302,2024-02-11,25072,10.32,258.74
912,302,2024-01-27,2663,8.53,22.72
913,302,2024-03-04,44977,3.55,159.67
914,302,2024-02-08,40539,5.18,209.99
915,303,2024-02-10,40696,7.05,286.91
916,304,2024-01-14,4766,10.62,50.61
917,304,2024-03-22,12786,6.65,85.03
918,304,2024-03-31,1945,7.5,14.59
919,304,2024-02-14,41836,9.95,416.27
920,305,2024-01-22,10135,9.35,94.76
921,305,2024-01-08,38581,3.86,148.92
922,305,2024-03-12,34239,3.71,127.03
923,305,2024-02-18,43267,11.14,481.99
924,305,2024-01-23,9051,11.73,106.17
925,306,2024-02-21,47471,3.05,144.79
926,306,2024-02-05,1428,11.37,16.24
927,307,2024-01-08,47118,8.0,376.94
928,308,2024-02-24,39213,5.48,214.89
929,308,2024-01-29,38574,4.03,155.45
930,308,2024-01-17,8454,11.95,101.03
931,308,2024-03-21,22039,5.16,113.72
932,309,2024-03-17,27700,6.76,187.25
933,309,2024-01-17,32768,3.78,123.86
934,309,2024-02-29,23740,2.63,62.44
935,309,2024-01-10,19585,3.16,61.89
936,310,2024-02-14,17974,5.58,100.29
937,310,2024-01-24,16334,4.79,78.24
938,311,2024-03-01,7095,6.51,46.19
939,311,2024-01-10,25176,5.88,148.03
940,312,2024-03-28,49886,4.8,239.45
941,312,2024-03-26,23376,9.85,230.25
942,312,2024-03-01,22683,4.63,105.02
943,312,2024-03-14,11866,3.83,45.45
944,312,2024-03-11,35993,9.6,345.53
945,313,2024-01-08,26716,10.15,271.17
946,313,2024-01-25,9076,3.9,35.4
947,314,2024-02-28,1535,2.56,3.93
948,314,2024-03-21,5446,3.16,17.21
949,315,2024-02-22,36368,10.83,393.87
950,315,2024-02-08,47224,6.79,320.65
951,315,2024-02-12,44354,5.08,225.32
952,315,2024-03-07,5890,11.78,69.38
953,316,2024-02-06,45089,5.31,239.42
954,316,2024-03-31,45383,2.8,127.07
955,316,2024-03-19,24632,10.93,269.23
956,317,2024-01-25,5539,3.49,19.33
957,317,2024-02-11,30057,10.72,322.21
958,317,2024-02-21,37891,3.74,141.71
959,317,2024-03-17,9996,2.62,26.19
960,317,2024-03-05,7803,5.4,42.14
961,318,2024-03-17,2096,8.2,17.19
962,318,2024-02-09,38321,2.94,112.66
963,318,2024-01-01,8337,5.46,45.52
964,318,2024-03-12,32425,5.12,166.02
965,318,2024-03-14,10771,10.72,115.47
966,319,2024-01-17,36456,3.36,122.49
967,319,2024-02-13,15422,4.16,64.16
968,319,2024-03-11,44931,9.3,417.86
969,320,2024-02-28,37444,4.46,167.0
970,320,2024-02-26,14190,5.15,73.08
971,320,2024-03-08,12420,10.54,130.91
972,321,2024-01-01,5704,5.34,30.46
973,321,2024-03-13,7718,7.11,54.87
974,322,2024-01-27,8046,6.05,48.68
975,322,2024-01-15,32267,10.75,346.87
976,322,2024-02-29,44700,6.42,286.97
977,322,2024-01-27,40675,10.6,431.15
978,322,2024-02-27,9813,5.15,50.54
979,323,2024-01-03,30690,8.98,275.6
980,323,2024-02-06,41471,8.61,357.07
981,324,2024-01-19,39157,11.44,447.96
982,324,2024-01-14,48369,8.82,426.61
983,324,2024-01-29,19766,4.2,83.02
984,324,2024-02-29,41003,6.19,253.81
985,324,2024-03-25,9920,11.78,116.86
986,325,2024-01-09,19494,10.91,212.68
987,325,2024-02-27,34611,8.69,300.77
988,325,2024-02-15,47012,3.12,146.68
989,325,2024-03-13,19664,10.48,206.08
990,326,2024-01-02,20214,6.14,124.11
991,326,2024-01-17,17724,11.94,211.62
992,326,2024-02-03,39534,4.8,189.76
993,326,2024-02-20,3193,8.68,27.72
994,326,2024-03-22,23108,11.58,267.59
995,327,2024-01-22,33060,4.35,143.81
996,327,2024-01-15,43559,4.72,205.6
997,327,2024-01-22,5615,11.18,62.78
998,327,2024-01-10,41500,8.51,353.16
999,327,2024-03-17,10723,10.49,112.48
1000,328,2024-03-13,23096,11.37,262.6
1001,328,2024-03-23,1491,8.96,13.36
1002,329,2024-02-24,44820,9.48,424.89
1003,329,2024-02-07,37134,11.51,427.41
1004,330,2024-01-06,28192,9.11,256.83
1005,330,2024-03-25,27899,9.93,277.04
1006,330,2024-02-22,15165,7.05,106.91
1007,330,2024-01-28,31655,3.43,108.58
1008,331,2024-01-14,1905,8.42,16.04
1009,331,2024-02-18,16835,10.08,169.7
1010,332,2024-03-21,45881,9.94,456.06
1011,332,2024-02-21,9295,3.1,28.81
1012,332,2024-02-29,41587,5.09,211.68
1013,333,2024-01-26,33159,3.02,100.14
1014,333,2024-01-25,17329,6.53,113.16
1015,333,2024-01-28,42604,11.34,483.13
1016,333,2024-01-04,36765,10.1,371.33
1017,333,2024-02-06,3852,8.64,33.28
1018,334,2024-03-27,41569,9.99,415.27
1019,334,2024-02-11,6977,3.84,26.79
1020,335,2024-01-12,42592,11.89,506.42
1021,335,2024-01-08,12643,2.94,37.17
1022,336,2024-02-29,7811,10.92,85.3
1023,337,2024-01-22,16209,4.15,67.27
1024,337,2024-02-22,20968,9.72,203.81
1025,338,2024-01-12,21122,5.7,120.4
1026,338,2024-01-12,8530,11.2,95.54
1027,338,2024-02-29,49256,9.34,460.05
1028,338,2024-01-06,11475,5.53,63.46
1029,338,2024-02-11,6246,2.65,16.55
1030,339,2024-01-02,16904,7.27,122.89
1031,339,2024-03-26,26023,4.07,105.91
1032,340,2024-03-02,27513,9.89,272.1
1033,340,2024-02-24,1839,5.65,10.39
1034,340,2024-02-24,2778,7.55,20.97
1035,340,2024-01-30,26920,6.7,180.36
1036,341,2024-03-05,5402,11.34,61.26
1037,342,2024-01-01,8175,11.44,93.52
1038,342,2024-03-27,38278,2.84,108.71
1039,342,2024-02-21,26729,4.46,119.21
1040,342,2024-03-03,21676,11.31,245.16
1041,343,2024-02-17,43040,9.69,417.06
1042,343,2024-01-19,40417,2.85,115.19
1043,343,2024-02-03,30672,8.14,249.67
1044,344,2024-01-03,9020,3.68,33.19
1045,345,2024-02-02,10783,6.8,73.32
1046,346,2024-01-07,49219,8.15,401.13
1047,346,2024-01-15,23588,11.57,272.91
1048,346,2024-01-21,32643,11.4,372.13
1049,346,2024-02-22,44213,10.74,474.85
1050,346,2024-03-11,41299,3.38,139.59
1051,347,2024-03-06,40424,8.99,363.41
1052,347,2024-02-18,27720,9.39,260.29
1053,347,2024-03-07,19593,3.15,61.72
1054,347,2024-02-21,12971,10.07,130.62
1055,347,2024-01-27,15290,4.3,65.75
1056,348,2024-01-03,32166,11.48,369.27
1057,348,2024-02-13,48705,9.29,452.47
1058,348,2024-01-19,8656,9.69,83.88
1059,348,2024-03-23,4494,3.26,14.65
1060,349,2024-02-20,32501,8.79,285.68
1061,350,2024-02-15,30333,4.36,132.25
1062,350,2024-02-11,20356,4.46,90.79
1063,350,2024-03-24,28216,7.97,224.88
1064,350,2024-02-09,19179,8.64,165.71
1065,351,2024-03-19,19676,10.4,204.63
1066,351,2024-01-29,39903,3.36,134.07
1067,351,2024-03-21,1105,9.98,11.03
1068,352,2024-03-15,25206,5.34,134.6
1069,353,2024-03-30,6171,5.45,33.63
1070,353,2024-02-01,18546,10.16,188.43
1071,353,2024-01-17,46292,6.94,321.27
1072,353,2024-02-10,49625,8.88,440.67
1073,353,2024-02-11,48098,4.7,226.06
1074,354,2024-02-20,10823,7.63,82.58
1075,354,2024-02-27,3406,10.26,34.95
1076,354,2024-03-24,20180,3.96,79.91
1077,354,2024-02-14,48950,3.43,167.9
1078,354,2024-03-20,7697,7.3,56.19
1079,355,2024-03-16,31708,8.83,279.98
1080,356,2024-02-11,28501,5.06,144.22
1081,357,2024-02-06,24721,10.0,247.21
1082,357,2024-03-15,34354,4.31,148.07
1083,358,2024-03-16,19618,3.94,77.29
1084,359,2024-03-18,1029,7.98,8.21
1085,360,2024-03-08,7747,10.35,80.18
1086,360,2024-01-13,26606,4.32,114.94
1087,360,2024-01-14,38449,8.78,337.58
1088,360,2024-01-23,24341,9.58,233.19
1089,361,2024-03-09,48994,8.89,435.56
1090,362,2024-01-11,8568,2.56,21.93
1091,363,2024-01-28,19314,5.92,114.34
1092,364,2024-02-15,44868,10.37,465.28
1093,364,2024-01-23,40617,10.32,419.17
1094,365,2024-03-02,49924,9.15,456.8
1095,365,2024-01-16,42176,9.06,382.11
1096,365,2024-02-21,44754,6.96,311.49
1097,365,2024-03-14,45839,7.33,336.0
1098,366,2024-01-30,19933,2.64,52.62
1099,366,2024-03-08,35526,11.09,393.98
1100,366,2024-01-02,31396,8.12,254.94
1101,366,2024-01-04,26853,9.77,262.35
1102,367,2024-01-21,34254,5.42,185.66
1103,367,2024-03-27,43238,9.49,410.33
1104,367,2024-02-03,38864,8.96,348.22
1105,368,2024-02-04,28787,4.24,122.06
1106,368,2024-01-05,45615,7.74,353.06
1107,369,2024-02-21,32973,6.21,204.76
1108,369,2024-01-04,5635,8.98,50.6
1109,369,2024-01-25,1878,7.34,13.78
1110,369,2024-03-06,9478,10.13,96.01
1111,369,2024-01-03,2547,10.62,27.05
1112,370,2024-03-21,26835,10.72,287.67
1113,370,2024-02-27,31389,6.38,200.26
1114,370,2024-01-31,5321,6.04,32.14
1115,371,2024-01-02,4475,8.75,39.16
1116,371,2024-01-17,47309,6.89,325.96
1117,371,2024-01-13,20426,10.64,217.33
1118,371,2024-01-24,3420,7.13,24.38
1119,371,2024-01-22,12130,11.63,141.07
1120,372,2024-03-23,19064,10.99,209.51
1121,372,2024-03-18,12926,3.38,43.69
1122,372,2024-01-22,9018,11.94,107.67
1123,373,2024-03-12,30175,6.81,205.49
1124,373,2024-01-30,13223,6.67,88.2
1125,373,2024-02-24,46042,5.91,272.11
1126,373,2024-02-17,16243,10.59,172.01
1127,373,2024-02-27,23348,4.94,115.34
1128,374,2024-01-31,9059,5.91,53.54
1129,375,2024-01-29,29080,4.98,144.82
1130,375,2024-02-07,29856,6.54,195.26
1131,376,2024-01-30,42312,4.01,169.67
1132,376,2024-03-14,8135,7.37,59.95
1133,376,2024-01-10,37745,5.21,196.65
1134,377,2024-03-26,38964,9.29,361.98
1135,377,2024-01-02,32331,7.97,257.68
1136,377,2024-01-19,10109,6.86,69.35
1137,377,2024-01-23,31595,4.27,134.91
1138,378,2024-01-21,21661,9.62,208.38
1139,378,2024-02-20,28710,9.69,278.2
1140,379,2024-03-12,30564,8.88,271.41
1141,379,2024-03-14,36304,6.59,239.24
1142,380,2024-01-30,41058,7.69,315.74
1143,380,2024-02-04,32653,5.64,184.16
1144,380,2024-01-26,48710,5.11,248.91
1145,380,2024-01-18,5074,11.39,57.79
1146,381,2024-01-08,2817,8.93,25.16
1147,381,2024-03-06,30269,4.07,123.19
1148,381,2024-01-07,20148,10.64,214.37
1149,381,2024-02-07,13963,4.0,55.85
1150,382,2024-02-11,12292,8.84,108.66
1151,382,2024-03-09,24465,3.96,96.88
1152,382,2024-03-11,13588,3.74,50.82
1153,382,2024-01-19,16795,4.32,72.55
1154,383,2024-03-18,15472,8.64,133.68
1155,383,2024-03-10,1981,3.34,6.62
1156,383,2024-03-23,42653,11.95,509.7
1157,383,2024-01-13,36622,8.68,317.88
1158,383,2024-02-19,43000,11.06,475.58
1159,384,2024-03-19,31068,7.53,233.94
1160,384,2024-02-18,41427,8.87,367.46
1161,384,2024-01-09,43927,3.43,150.67
1162,384,2024-02-05,37472,10.1,378.47
1163,385,2024-03-29,49064,6.1,299.29
1164,385,2024-03-26,23149,5.04,116.67
1165,385,2024-01-27,8362,7.2,60.21
1166,385,2024-02-13,19527,8.13,158.75
1167,386,2024-01-24,30493,11.24,342.74
1168,386,2024-03-07,36794,9.18,337.77
1169,387,2024-01-04,44612,3.93,175.33
1170,387,2024-01-01,22351,7.46,166.74
1171,387,2024-02-27,44828,7.77,348.31
1172,388,2024-03-06,30529,11.1,338.87
1173,388,2024-01-21,13101,11.66,152.76
1174,388,2024-03-07,3447,3.32,11.44
1175,388,2024-01-29,38330,8.76,335.77
1176,388,2024-01-28,2184,8.25,18.02
1177,389,2024-03-22,9453,6.68,63.15
1178,389,2024-03-01,24329,5.3,128.94
1179,389,2024-01-05,33679,6.77,228.01
1180,389,2024-02-06,41202,2.98,122.78
1181,389,2024-01-14,18834,10.02,188.72
1182,390,2024-01-16,22709,8.85,200.97
1183,390,2024-01-03,33256,5.19,172.6
1184,390,2024-02-12,47826,8.37,400.3
1185,390,2024-02-10,11881,9.76,115.96
1186,390,2024-01-25,5644,5.26,29.69
1187,391,2024-01-01,38359,7.9,303.04
1188,391,2024-02-03,38815,9.11,353.6
1189,391,2024-03-24,37916,8.94,338.97
1190,391,2024-02-12,32342,3.29,106.41
1191,392,2024-02-21,20780,11.1,230.66
1192,392,2024-03-17,40984,7.85,321.72
1193,393,2024-02-05,14071,11.8,166.04
1194,394,2024-02-19,26175,11.31,296.04
1195,394,2024-02-03,49118,8.34,409.64
1196,394,2024-01-14,23659,8.03,189.98
1197,394,2024-01-24,16699,6.6,110.21
1198,395,2024-01-02,8213,11.77,96.67
1199,395,2024-02-09,46122,4.31,198.79
1200,395,2024-02-22,14167,3.12,44.2
1201,396,2024-02-24,48486,5.95,288.49
1202,397,2024-03-31,1562,5.69,8.89
1203,397,2024-01-28,18912,5.59,105.72
1204,397,2024-02-05,8888,3.5,31.11
1205,397,2024-03-20,13668,6.16,84.19
1206,398,2024-01-22,1842,5.19,9.56
1207,398,2024-02-04,11080,11.54,127.86
1208,398,2024-03-20,11722,8.62,101.04
1209,398,2024-01-04,44143,8.64,381.4
1210,398,2024-03-12,35344,10.56,373.23
1211,399,2024-02-09,28794,6.44,185.43
1212,400,2024-03-18,2793,4.74,13.24
1213,400,2024-01-04,24174,5.9,142.63
1214,401,2024-03-14,31081,3.8,118.11
1215,402,2024-03-06,47770,8.59,410.34
1216,402,2024-02-06,5254,7.34,38.56
1217,402,2024-03-03,38094,9.21,350.85
1218,402,2024-02-22,40375,4.81,194.2
1219,403,2024-01-07,39532,7.43,293.72
1220,403,2024-03-31,30798,3.67,113.03
1221,404,2024-03-28,37784,5.31,200.63
1222,405,2024-01-09,47901,9.76,467.51
1223,405,2024-01-10,31803,11.36,361.28
1224,405,2024-02-26,26720,3.83,102.34
1225,405,2024-01-17,23013,6.65,153.04
1226,406,2024-03-05,39310,11.09,435.95
1227,406,2024-01-28,22037,5.88,129.58
1228,406,2024-03-19,6488,7.95,51.58
1229,406,2024-03-26,21132,3.82,80.72
1230,407,2024-03-20,19777,4.33,85.63
1231,407,2024-02-09,7418,11.5,85.31
1232,407,2024-01-29,20103,8.15,163.84
1233,407,2024-01-04,16397,6.56,107.56
1234,407,2024-01-31,42708,11.22,479.18
1235,408,2024-03-20,36930,7.28,268.85
1236,409,2024-03-01,8767,4.77,41.82
1237,409,2024-03-03,19588,9.49,185.89
1238,410,2024-03-12,48563,5.93,287.98
1239,411,2024-02-18,24810,3.88,96.26
1240,412,2024-03-30,5721,7.12,40.73
1241,412,2024-02-25,46313,7.61,352.44
1242,412,2024-02-27,33351,7.24,241.46
1243,412,2024-02-03,45570,5.07,231.04
1244,413,2024-01-11,16839,4.24,71.4
1245,413,2024-03-12,49642,11.56,573.86
1246,413,2024-01-19,6221,7.06,43.92
1247,413,2024-01-02,31366,9.66,303.0
1248,414,2024-02-29,48307,7.58,366.17
1249,414,2024-03-26,35791,3.25,116.32
1250,415,2024-02-25,12111,10.68,129.35
1251,415,2024-02-09,8265,9.27,76.62
1252,415,2024-03-15,26433,7.0,185.03
1253,416,2024-01-14,5955,7.36,43.83
1254,416,2024-01-18,24696,6.6,162.99
1255,417,2024-01-23,16067,5.95,95.6
1256,417,2024-02-18,13641,4.87,66.43
